activo_id,patente,marca,modelo,anio_fabricacion,fecha_alta_flota,tipo_vehiculo,motor_tipo,estado_actual,odometro_km,horometro_h,created_at,updated_at
ACE-0139,PXDP22,Isuzu,NPR,2025,2025-05-24,camion distribucion,4HK1,Activo,52400.0,2252.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0140,MSXG37,Volvo,FH,2018,2020-03-11,camion larga distancia,D13,Activo,788700.0,12309.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0141,PKPS72,Freightliner,Cascadia,2018,2018-09-21,camion larga distancia,Detroit DD15,Activo,419400.0,13282.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0142,PYHH06,MAN,TGL,2017,2019-07-21,camion distribucion,D08,Activo,375500.0,9105.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0143,ZDCL61,Iveco,Tector,2024,2025-06-14,camion distribucion,NEF 6,Activo,92700.0,1963.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0144,KZZR62,Iveco,Tector,2015,2016-01-07,camion distribucion,NEF 6,Activo,780700.0,15460.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0145,LPJV09,Mercedes,Axor,2021,2021-09-06,camion carga pesada,OM457,Activo,196100.0,4872.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0146,KVWN28,Hino,700,2017,2018-10-12,camion carga pesada,E13C,Activo,518200.0,14345.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0147,KDKX12,Scania,R450,2021,2021-09-08,camion larga distancia,DC13,Activo,349900.0,7364.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0148,DBWY16,International,WorkStar,2018,2018-10-22,camion vocacional,MaxxForce 13,Activo,282900.0,16724.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0149,CXHK79,Volvo,VM,2015,2016-06-28,camion distribucion,D8,Activo,236000.0,20598.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0150,GFKZ75,Scania,P360,2016,2016-07-18,camion distribucion,DC13,Activo,849400.0,13600.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0151,ZJRB40,Mercedes,Actros,2017,2017-10-07,camion larga distancia,OM457,Activo,341700.0,8470.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0152,GNXD65,Mercedes,Axor,2017,2017-11-21,camion carga pesada,OM457,Activo,418700.0,12789.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0153,JXSJ78,Kenworth,T680,2017,2018-11-21,camion larga distancia,Cummins X15,Activo,434800.0,10290.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0154,MCBR45,Volvo,FMX,2019,2019-11-12,camion construcción,D13,Activo,257800.0,10255.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0155,VCFS73,Scania,R450,2025,2025-09-07,camion larga distancia,DC13,Activo,21500.0,1130.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0156,ZNTD13,Volvo,FH,2021,2022-04-15,camion larga distancia,D13,Activo,112500.0,12436.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0157,NFXN22,International,WorkStar,2024,2025-03-20,camion vocacional,MaxxForce 13,Activo,93700.0,1856.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0158,HFCD84,Scania,P360,2022,2022-08-10,camion distribucion,DC13,Activo,229400.0,5183.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0159,VXZB52,Mercedes,Arocs,2022,2022-02-17,camion construcción,OM470,Activo,138500.0,5125.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0160,RPBB59,MAN,TGL,2018,2018-06-13,camion distribucion,D08,Activo,170500.0,9246.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0161,ZYCB56,Freightliner,Cascadia,2026,2026-02-09,camion larga distancia,Detroit DD15,Activo,12700.0,565.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0162,CPSN26,MAN,TGX,2023,2023-12-02,camion larga distancia,D26,Activo,66900.0,2656.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0163,ZRHH66,Scania,S500,2026,2026-04-30,camion larga distancia,DC13,Activo,3100.0,100.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0164,DPCP98,International,WorkStar,2022,2022-06-01,camion vocacional,MaxxForce 13,Activo,383500.0,5756.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0165,ZYZW96,Ford,Cargo 1723,2026,2026-02-27,camion carga mediana,Cummins ISB,Activo,7400.0,205.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0166,GWHT91,Volvo,FH16,2019,2019-06-15,camion extra pesado,D13,Activo,720500.0,12999.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0167,HGWL84,Scania,P360,2021,2021-12-11,camion distribucion,DC09,Activo,227800.0,8097.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0168,PLLC56,Volkswagen,Delivery 11.180,2022,2023-04-17,camion distribucion,Cummins ISF 3.8,Activo,114600.0,19280.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0169,PYLP29,Scania,G410,2022,2022-04-25,camion carga pesada,DC13,Activo,215300.0,7251.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0170,FFKV48,Scania,R450,2021,2021-11-24,camion larga distancia,DC13,Activo,128700.0,6484.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0171,LHKS60,International,LT Series,2025,2025-04-23,camion larga distancia,Cummins X15,Activo,27100.0,1760.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0172,FRZP49,Volvo,FM,2019,2020-09-07,camion carga pesada,D11,Activo,144900.0,6368.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0173,FDVG01,Mercedes,Actros,2021,2021-09-04,camion larga distancia,OM471,Activo,167300.0,6457.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0174,NDYL38,Kenworth,T880,2015,2015-03-06,camion vocacional pesado,PACCAR MX-13,Activo,431100.0,17113.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0175,SHMB83,Mercedes,Atego,2022,2023-02-22,camion distribucion,OM924,Activo,158900.0,10871.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0176,WRYY32,Volvo,FH16,2017,2017-07-02,camion extra pesado,D16,Activo,528300.0,33263.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0177,PTJT65,Freightliner,M2 106,2021,2023-12-22,camion distribucion,Cummins ISL,Activo,301900.0,5591.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0178,MJDY27,International,WorkStar,2021,2021-04-24,camion vocacional,MaxxForce 13,Activo,397900.0,11565.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0179,TCNL45,International,LT Series,2020,2020-03-26,camion larga distancia,Navistar A26,Activo,338200.0,11969.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0180,FXHB41,Isuzu,FRR,2016,2016-05-23,camion distribucion,4HK1,Activo,229300.0,8574.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0181,WJFC51,Kenworth,T370,2015,2017-08-13,camion vocacional,PACCAR PX-9,Activo,856200.0,15772.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0182,ZTYK96,Hino,GH,2017,2017-10-16,camion distribucion,J08E,Activo,769400.0,15915.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0183,LVMZ11,International,LT Series,2023,2024-06-12,camion larga distancia,Navistar A26,Activo,127400.0,3212.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0184,VTLF32,Scania,G410,2017,2017-02-02,camion carga pesada,DC13,Activo,561100.0,17912.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0185,XYZN16,Scania,G410,2022,2022-09-27,camion carga pesada,DC13,Activo,377700.0,8833.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0186,WKGZ06,Volkswagen,Constellation 25.360,2026,2026-03-24,camion carga pesada,MAN D08,Activo,27600.0,478.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0187,SWVW89,MAN,TGL,2021,2021-01-10,camion distribucion,D08,Activo,768700.0,14924.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0188,CGDN36,Isuzu,FVR,2020,2020-07-05,camion distribucion,6HK1,Activo,123900.0,6635.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0189,ZVTM21,Isuzu,FVR,2015,2015-02-15,camion distribucion,6HK1,Activo,805600.0,15189.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0190,FDSS06,Volvo,FH16,2015,2015-07-07,camion extra pesado,D16,Activo,313800.0,14824.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0191,BLNH65,Hino,GH,2018,2020-12-26,camion distribucion,J08E,Activo,409600.0,7835.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0192,XNVL11,Scania,P360,2017,2017-05-04,camion distribucion,DC13,Activo,995500.0,15227.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0193,MKFP18,International,LT Series,2023,2023-01-23,camion larga distancia,Cummins X15,Activo,233500.0,7483.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0194,LRWN05,MAN,TGL,2026,2026-04-22,camion distribucion,D08,Activo,7000.0,343.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0195,PMTF07,Scania,S500,2022,2022-12-03,camion larga distancia,DC13,Activo,90800.0,4708.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0196,CVSH31,Kenworth,T680,2022,2023-12-27,camion larga distancia,Cummins X15,Activo,81000.0,4838.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0197,YNZG66,Volkswagen,Constellation 24.280,2020,2020-09-05,camion distribucion,MAN D08,Activo,302600.0,15779.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0198,FFVW36,MAN,TGX,2024,2024-02-26,camion larga distancia,D26,Activo,295100.0,4428.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0199,YPLH22,Isuzu,FRR,2018,2018-12-08,camion distribucion,4HK1,Activo,378000.0,15511.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0200,XSTX07,Mercedes,Actros,2023,2023-08-04,camion larga distancia,OM457,Activo,245100.0,3650.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0201,PCDR38,Iveco,Tector,2015,2017-01-23,camion distribucion,NEF 6,Activo,1084500.0,23442.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0202,MNNM01,Mercedes,Atego,2026,2026-05-18,camion distribucion,OM924,Activo,4800.0,108.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0203,CCLZ66,Freightliner,M2 112,2019,2019-04-16,camion vocacional,Cummins ISL,Activo,532200.0,16642.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0204,DVTF33,Iveco,Tector,2021,2021-09-22,camion distribucion,NEF 6,Activo,85500.0,3610.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0205,YXBD42,Volvo,FMX,2023,2024-11-06,camion construcción,D13,Activo,141500.0,3111.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0206,YVZF65,Isuzu,FRR,2021,2021-02-21,camion distribucion,4HK1,Activo,412800.0,7873.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0207,XNND60,International,HV Series,2025,2025-01-19,camion vocacional,International A26,Activo,53100.0,4195.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0208,WNPH99,Volkswagen,Constellation 17.280,2016,2017-04-16,camion distribucion,MAN D08,Activo,489300.0,12611.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0209,KTXD54,Volkswagen,Meteor 28.460,2021,2021-03-28,camion larga distancia,MAN D26,Activo,526200.0,9119.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0210,MMGZ17,Volkswagen,Delivery 9.170,2020,2021-12-22,camion distribucion,Cummins ISF 3.8,Activo,444000.0,7071.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0211,MGFK26,Scania,G410,2023,2023-12-28,camion carga pesada,DC13,Activo,260300.0,5071.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0212,RXRV71,International,HV Series,2015,2015-04-15,camion vocacional,International A26,Activo,196100.0,17185.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0213,NGYM60,Mercedes,Axor,2025,2025-11-27,camion carga pesada,OM457,Activo,25000.0,869.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0214,DRSW55,Scania,P360,2026,2026-04-20,camion distribucion,DC13,Activo,8900.0,255.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0215,FBRK57,Kenworth,T680,2019,2019-09-29,camion larga distancia,Cummins X15,Activo,312700.0,9009.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0216,FLZP34,Volkswagen,Meteor 28.460,2022,2023-03-17,camion larga distancia,MAN D26,Activo,88300.0,8635.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0217,MVBX26,Scania,G410,2016,2016-09-12,camion carga pesada,DC13,Activo,920100.0,15857.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0218,PGCB55,Volvo,VM,2022,2022-05-23,camion distribucion,D8,Activo,140900.0,9239.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0219,CKJH96,Isuzu,CYZ,2022,2022-07-28,camion carga pesada,6UZ1,Activo,91600.0,5303.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0220,XLXH77,Mercedes,Actros,2021,2021-11-26,camion larga distancia,OM471,Activo,76300.0,2875.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0221,FMCV81,Mercedes,Arocs,2024,2025-10-28,camion construcción,OM471,Activo,17400.0,1228.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0222,BTWV55,International,WorkStar,2020,2021-01-04,camion vocacional,MaxxForce 13,Activo,631800.0,13147.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0223,GXWM85,Isuzu,CYZ,2015,2015-04-22,camion carga pesada,6UZ1,Activo,1087900.0,18676.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0224,PLRB03,Isuzu,FRR,2021,2021-02-02,camion distribucion,4HK1,Activo,292500.0,8269.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0225,WRFT46,Isuzu,FVR,2015,2015-06-19,camion distribucion,6HK1,Activo,649300.0,38451.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0226,CHWY12,International,HV Series,2018,2019-06-30,camion vocacional,Cummins L9,Activo,124900.0,4976.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0227,WHPH06,Volvo,FH,2017,2018-10-20,camion larga distancia,D13,Activo,344100.0,14649.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0228,JXMY58,Mercedes,Atego,2016,2016-04-23,camion distribucion,OM926,Activo,452500.0,29746.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0229,GZSB13,Hino,500,2021,2023-12-31,camion distribucion,J08E,Activo,59600.0,3360.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0230,CZSL13,Volkswagen,Constellation 25.360,2018,2018-10-08,camion carga pesada,MAN D08,Activo,881500.0,16007.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0231,GMHC10,Iveco,Trakker,2022,2024-04-20,camion faena,Cursor 13,Activo,101400.0,2783.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0232,TXWT64,Kenworth,T370,2018,2018-08-31,camion vocacional,PACCAR PX-9,Activo,244400.0,7687.9,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0233,ZDMH07,Freightliner,M2 112,2023,2023-02-09,camion vocacional,Detroit DD13,Activo,126900.0,3680.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0234,XRBH08,Volvo,FM,2026,2026-05-01,camion carga pesada,D13,Activo,5700.0,96.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0235,KFXX99,MAN,TGL,2025,2025-07-03,camion distribucion,D08,Activo,52500.0,1400.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0236,BBNV70,Freightliner,Cascadia,2023,2024-09-13,camion larga distancia,Detroit DD15,Activo,80700.0,2462.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0237,NDWZ68,Scania,S500,2026,2026-04-28,camion larga distancia,DC13,Activo,3700.0,224.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0238,GFCH45,Freightliner,Cascadia,2017,2017-08-27,camion larga distancia,Detroit DD13,Activo,931700.0,14758.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0239,MLXX96,Volkswagen,Meteor 28.460,2024,2025-03-11,camion larga distancia,MAN D26,Activo,62300.0,1518.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0240,BWSR17,Scania,R450,2025,2025-01-22,camion larga distancia,DC13,Activo,137000.0,2234.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0241,HVSW21,Volvo,FMX,2019,2020-09-01,camion construcción,D13,Activo,355200.0,9025.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0242,FDMT49,Volkswagen,Delivery 9.170,2023,2023-12-14,camion distribucion,Cummins ISF 3.8,Activo,105300.0,10033.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0243,PYXW14,Mercedes,Axor,2019,2019-09-08,camion carga pesada,OM457,Activo,269000.0,7333.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0244,VZTP75,Freightliner,M2 106,2017,2017-10-21,camion distribucion,Cummins ISB,Activo,525200.0,13373.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0245,GXVG81,Freightliner,M2 112,2015,2016-07-19,camion vocacional,Cummins ISL,Activo,629700.0,10925.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0246,TGWP47,Volvo,VM,2020,2022-04-22,camion distribucion,D8,Activo,255600.0,7568.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0247,SKDR63,International,WorkStar,2018,2018-09-29,camion vocacional,MaxxForce 13,Activo,294800.0,18509.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0248,KNTY18,Iveco,Tector,2017,2018-09-18,camion distribucion,NEF 6,Activo,270100.0,17161.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0249,KJDR65,Mercedes,Axor,2023,2025-06-15,camion carga pesada,OM457,Activo,77400.0,2321.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0250,JPNH69,Scania,R440,2024,2026-01-19,camion larga distancia,DC13,Activo,29400.0,1058.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0251,WJXC55,Volvo,VM,2017,2018-03-04,camion distribucion,D8,Activo,1178200.0,20705.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0252,PLFF38,Iveco,Trakker,2024,2024-10-04,camion faena,Cursor 13,Activo,172400.0,3085.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0253,YDJB93,Kenworth,T680,2022,2023-11-04,camion larga distancia,PACCAR MX-13,Activo,120900.0,3100.7,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0254,JKYY22,International,HV Series,2024,2024-09-27,camion vocacional,Cummins L9,Activo,205600.0,4207.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0255,PHGY20,Scania,P360,2019,2020-07-01,camion distribucion,DC13,Activo,150600.0,18903.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0256,WJJZ03,Isuzu,FRR,2018,2018-12-14,camion distribucion,4HK1,Activo,488600.0,12709.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0257,ZPNJ25,Hino,GH,2016,2016-08-28,camion distribucion,J08E,Activo,432700.0,11098.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0258,PSNK85,Kenworth,T880,2022,2022-02-07,camion vocacional pesado,PACCAR MX-13,Activo,289100.0,8384.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0259,ZDPS06,MAN,TGX,2023,2023-12-30,camion larga distancia,D26,Activo,107700.0,2760.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0260,ZZSD50,MAN,TGS,2021,2022-01-27,camion vocacional,D20,Activo,125300.0,5379.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0261,RLCB06,Hino,GH,2019,2020-01-01,camion distribucion,J08E,Activo,731300.0,12988.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0262,PWYW81,Scania,S500,2026,2026-02-10,camion larga distancia,DC13,Activo,11100.0,386.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0263,BBTR27,Volvo,VM,2016,2016-05-13,camion distribucion,D8,Activo,189700.0,9989.3,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0264,KTSH93,Volkswagen,Constellation 31.280,2016,2017-11-03,camion vocacional,MAN D08,Activo,485400.0,60331.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0265,ZPYY39,Scania,G410,2020,2022-01-18,camion carga pesada,DC13,Activo,78900.0,7601.6,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0266,YWDW51,Freightliner,M2 106,2018,2019-07-13,camion distribucion,Cummins ISB,Activo,501300.0,12840.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0267,BRJY70,Iveco,S-Way,2016,2016-03-14,camion larga distancia,Cursor 13,Activo,648400.0,12597.8,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0268,RWTW74,Volvo,VM,2020,2020-12-21,camion distribucion,D8,Activo,331600.0,11902.4,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0269,DMGF57,MAN,TGS,2025,2025-05-04,camion vocacional,D26,Activo,117000.0,2070.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0270,KNWC98,Volvo,FMX,2025,2025-07-11,camion construcción,D13,Activo,93800.0,2083.1,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0271,FWWH27,Scania,S500,2015,2016-09-19,camion larga distancia,DC13,Activo,398500.0,15269.2,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0272,XRPH46,MAN,TGL,2023,2023-08-18,camion distribucion,D08,Activo,230900.0,4292.0,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
ACE-0273,BBZC24,Iveco,Stralis,2026,2026-04-07,camion larga distancia,Cursor 13,Activo,7200.0,163.5,2026-05-24 14:24:58.472486+00:00,2026-05-24 14:24:58.472486+00:00
