sku,descripcion,stock_actual,lead_time_dias,criticidad,costo_unitario_clp,cobertura_dias,fecha_calculo,sistema,cantidad_promedio_por_intervencion,n_intervenciones_proximas,stock_requerido,brecha
REP-0300,Sensor de temperatura de refrigerante para camión liviano,4.0,3,alta,25000.0,,2026-06-15 21:19:37.274615,sistema de enfriamiento,12.727272727272727,1,12.727272727272727,-8.727272727272727
REP-0301,Sensor de temperatura de refrigerante para van,4.0,3,alta,19000.0,,2026-06-15 21:19:38.571312,sistema de enfriamiento,11.666666666666666,1,11.666666666666666,-7.666666666666667
REP-0318,Aceite ATF para transmisión automática para camión pesado,7.0,2,media,66000.0,,2026-06-15 21:19:40.033075,transmisión,13.333333333333334,0,0.0,7.0
REP-0319,Aceite ATF para transmisión automática para van,7.0,2,media,30000.0,,2026-06-15 21:19:41.459133,transmisión,12.666666666666666,0,0.0,7.0
REP-0320,Aceite de transmisión manual 75W-90 para auto liviano,7.0,2,media,18000.0,,2026-06-15 21:19:42.900504,transmisión,12.521739130434783,0,0.0,7.0
REP-0321,Aceite de transmisión manual 75W-90 para bus,7.0,2,media,40000.0,,2026-06-15 21:19:44.343999,transmisión,12.380952380952381,0,0.0,7.0
REP-0322,Aceite de transmisión manual 75W-90 para camioneta,7.0,2,media,22000.0,,2026-06-15 21:19:45.913213,transmisión,13.529411764705882,0,0.0,7.0
REP-0323,Aceite de transmisión manual 75W-90 para camión liviano,7.0,2,media,32000.0,,2026-06-15 21:19:47.609732,transmisión,12.869565217391305,0,0.0,7.0
REP-0324,Aceite de transmisión manual 75W-90 para camión pesado,7.0,2,media,54000.0,,2026-06-15 21:19:49.336100,transmisión,14.153846153846153,0,0.0,7.0
REP-0325,Aceite de transmisión manual 75W-90 para van,7.0,2,media,24000.0,,2026-06-15 21:19:50.897082,transmisión,14.285714285714286,0,0.0,7.0
REP-0326,Cilindro esclavo de embrague para auto liviano,7.0,4,alta,30000.0,,2026-06-15 21:19:52.198593,transmisión,4.470588235294118,0,0.0,7.0
REP-0327,Cilindro esclavo de embrague para bus,7.0,4,alta,66000.0,,2026-06-15 21:19:53.697964,transmisión,4.5,0,0.0,7.0
REP-0328,Cilindro esclavo de embrague para camioneta,7.0,4,alta,38000.0,,2026-06-15 21:19:55.287563,transmisión,4.4,0,0.0,7.0
REP-0363,Prensa de embrague para camioneta,3.0,4,alta,75000.0,,2026-06-15 21:19:56.855386,transmisión,4.0,0,0.0,3.0
REP-0364,Prensa de embrague para camión liviano,3.0,4,alta,110000.0,,2026-06-15 21:19:58.428042,transmisión,4.0,0,0.0,3.0
REP-0366,Prensa de embrague para van,3.0,4,alta,81000.0,,2026-06-15 21:19:59.931838,transmisión,4.0,0,0.0,3.0
REP-0373,Soporte de caja de cambios para auto liviano,3.0,4,media,42000.0,,2026-06-15 21:20:01.394875,transmisión,5.2,0,0.0,3.0
REP-0374,Soporte de caja de cambios para bus,3.0,4,media,92000.0,,2026-06-15 21:20:03.101879,transmisión,6.0,0,0.0,3.0
REP-0375,Soporte de caja de cambios para camioneta,3.0,4,media,52000.0,,2026-06-15 21:20:04.577291,transmisión,4.888888888888889,0,0.0,3.0
REP-0376,Soporte de caja de cambios para camión liviano,3.0,4,media,76000.0,,2026-06-15 21:20:06.099845,transmisión,4.0,0,0.0,3.0
REP-0377,Soporte de caja de cambios para camión pesado,3.0,4,media,125000.0,,2026-06-15 21:20:07.531412,transmisión,4.0,0,0.0,3.0
REP-0385,Batería 120 Ah para auto liviano,21.0,2,alta,260000.0,,2026-06-15 21:20:08.970618,sistema eléctrico,4.0,0,0.0,21.0
REP-0387,Batería 120 Ah para camioneta,11.0,2,alta,325000.0,,2026-06-15 21:20:10.294076,sistema eléctrico,4.0,0,0.0,11.0
REP-0402,Batería 60 Ah para van,26.0,2,alta,140000.0,,2026-06-15 21:20:11.731135,sistema eléctrico,4.0,0,0.0,26.0
REP-0403,Batería 65 Ah EFB para auto liviano,26.0,2,alta,165000.0,,2026-06-15 21:20:13.344125,sistema eléctrico,4.0,0,0.0,26.0
REP-0406,Batería 65 Ah EFB para camión liviano,26.0,2,alta,295000.0,,2026-06-15 21:20:15.034912,sistema eléctrico,4.0,0,0.0,26.0
REP-0409,Batería 90 Ah para auto liviano,26.0,2,alta,180000.0,,2026-06-15 21:20:16.591215,sistema eléctrico,4.0,0,0.0,26.0
REP-0411,Batería 90 Ah para camioneta,26.0,2,alta,230000.0,,2026-06-15 21:20:17.888818,sistema eléctrico,4.0,0,0.0,26.0
REP-0421,Borne de batería negativo para auto liviano,26.0,2,media,5000.0,,2026-06-15 21:20:19.368900,sistema eléctrico,4.666666666666667,0,0.0,26.0
REP-0422,Borne de batería negativo para bus,26.0,2,media,11000.0,,2026-06-15 21:20:21.039804,sistema eléctrico,4.0,0,0.0,26.0
REP-0423,Borne de batería negativo para camioneta,26.0,2,media,6000.0,,2026-06-15 21:20:22.474617,sistema eléctrico,4.857142857142857,0,0.0,26.0
REP-0472,Amortiguador trasero derecho para bus,4.0,2,alta,45000.0,,2026-06-15 21:20:23.793334,suspensión,4.0,1,4.0,0.0
REP-0473,Amortiguador trasero derecho para camioneta,4.0,2,alta,26000.0,,2026-06-15 21:20:25.362651,suspensión,4.666666666666667,1,4.666666666666667,-0.6666666666666667
REP-0474,Amortiguador trasero derecho para camión liviano,4.0,2,alta,37000.0,,2026-06-15 21:20:26.803297,suspensión,4.0,1,4.0,0.0
REP-0475,Amortiguador trasero derecho para camión pesado,4.0,2,alta,61000.0,,2026-06-15 21:20:28.273822,suspensión,6.0,1,6.0,-2.0
REP-0476,Amortiguador trasero derecho para van,4.0,2,alta,28000.0,,2026-06-15 21:20:29.815759,suspensión,4.5,1,4.5,-0.5
REP-0477,Amortiguador trasero izquierdo para auto liviano,4.0,2,alta,20000.0,,2026-06-15 21:20:31.314798,suspensión,4.3076923076923075,1,4.3076923076923075,-0.3076923076923077
REP-0478,Amortiguador trasero izquierdo para bus,4.0,2,alta,45000.0,,2026-06-15 21:20:32.894935,suspensión,4.0,1,4.0,0.0
REP-0479,Amortiguador trasero izquierdo para camioneta,4.0,2,alta,26000.0,,2026-06-15 21:20:34.440261,suspensión,4.444444444444445,1,4.444444444444445,-0.4444444444444444
REP-0480,Amortiguador trasero izquierdo para camión liviano,4.0,2,alta,37000.0,,2026-06-15 21:20:36.025821,suspensión,4.8,1,4.8,-0.8
REP-0481,Amortiguador trasero izquierdo para camión pesado,4.0,2,alta,61000.0,,2026-06-15 21:20:37.763044,suspensión,0.0,1,0.0,4.0
REP-0482,Amortiguador trasero izquierdo para van,4.0,2,alta,28000.0,,2026-06-15 21:20:39.423919,suspensión,4.4,1,4.4,-0.4
REP-0483,Bandeja de suspensión delantera derecha para auto liviano,4.0,3,alta,52000.0,,2026-06-15 21:20:41.081954,suspensión,0.0,1,0.0,4.0
REP-0484,Bandeja de suspensión delantera derecha para bus,4.0,3,alta,115000.0,,2026-06-15 21:20:42.551748,suspensión,0.0,1,0.0,4.0
REP-0485,Bandeja de suspensión delantera derecha para camioneta,4.0,3,alta,65000.0,,2026-06-15 21:20:44.076589,suspensión,0.0,1,0.0,4.0
REP-0486,Bandeja de suspensión delantera derecha para camión liviano,4.0,3,alta,94000.0,,2026-06-15 21:20:45.704706,suspensión,0.0,1,0.0,4.0
REP-0487,Bandeja de suspensión delantera derecha para camión pesado,4.0,3,alta,155000.0,,2026-06-15 21:20:47.396355,suspensión,0.0,1,0.0,4.0
REP-0488,Bandeja de suspensión delantera derecha para van,4.0,3,alta,70000.0,,2026-06-15 21:20:48.835913,suspensión,0.0,1,0.0,4.0
REP-0489,Bandeja de suspensión delantera izquierda para auto liviano,4.0,3,alta,52000.0,,2026-06-15 21:20:50.134535,suspensión,0.0,1,0.0,4.0
REP-0490,Bandeja de suspensión delantera izquierda para bus,4.0,3,alta,115000.0,,2026-06-15 21:20:51.437553,suspensión,0.0,1,0.0,4.0
REP-0491,Bandeja de suspensión delantera izquierda para camioneta,4.0,3,alta,65000.0,,2026-06-15 21:20:52.804346,suspensión,0.0,1,0.0,4.0
REP-0492,Bandeja de suspensión delantera izquierda para camión liviano,4.0,3,alta,94000.0,,2026-06-15 21:20:54.201169,suspensión,0.0,1,0.0,4.0
REP-0493,Bandeja de suspensión delantera izquierda para camión pesado,4.0,3,alta,155000.0,,2026-06-15 21:20:55.499989,suspensión,0.0,1,0.0,4.0
REP-0056,Manguera de refrigeración,7.0,30,media,25000.0,,2026-06-15 21:20:56.820377,sistema de enfriamiento,5.043478260869565,1,5.043478260869565,1.9565217391304348
REP-0494,Bandeja de suspensión delantera izquierda para van,4.0,3,alta,70000.0,,2026-06-15 21:20:58.392731,suspensión,0.0,1,0.0,4.0
REP-0495,Bandeja de suspensión trasera derecha para auto liviano,4.0,4,media,70000.0,,2026-06-15 21:20:59.960518,suspensión,0.0,1,0.0,4.0
REP-0496,Bandeja de suspensión trasera derecha para bus,4.0,4,media,155000.0,,2026-06-15 21:21:01.267006,suspensión,0.0,1,0.0,4.0
REP-0515,Bieleta de barra estabilizadora trasera para camioneta,3.0,2,media,15000.0,,2026-06-15 21:21:02.735120,suspensión,4.25,1,4.25,-1.25
REP-0516,Bieleta de barra estabilizadora trasera para camión liviano,3.0,2,media,22000.0,,2026-06-15 21:21:04.189484,suspensión,5.6,1,5.6,-2.6
REP-0517,Bieleta de barra estabilizadora trasera para camión pesado,3.0,2,media,36000.0,,2026-06-15 21:21:05.490073,suspensión,8.0,1,8.0,-5.0
REP-0518,Bieleta de barra estabilizadora trasera para van,3.0,2,media,16000.0,,2026-06-15 21:21:06.929843,suspensión,5.777777777777778,1,5.777777777777778,-2.7777777777777777
REP-0519,Buje de bandeja de suspensión delantera para auto liviano,3.0,2,media,9000.0,,2026-06-15 21:21:08.372650,suspensión,4.32,1,4.32,-1.32
REP-0520,Buje de bandeja de suspensión delantera para bus,3.0,2,media,20000.0,,2026-06-15 21:21:09.661027,suspensión,5.333333333333333,1,5.333333333333333,-2.3333333333333335
REP-0521,Buje de bandeja de suspensión delantera para camioneta,3.0,2,media,11000.0,,2026-06-15 21:21:11.109073,suspensión,4.545454545454546,1,4.545454545454546,-1.5454545454545454
REP-0522,Buje de bandeja de suspensión delantera para camión liviano,3.0,2,media,16000.0,,2026-06-15 21:21:12.412913,suspensión,5.230769230769231,1,5.230769230769231,-2.230769230769231
REP-0523,Buje de bandeja de suspensión delantera para camión pesado,3.0,2,media,27000.0,,2026-06-15 21:21:13.731230,suspensión,8.0,1,8.0,-5.0
REP-0706,Silenciador trasero para van,11.0,5,media,115000.0,,2026-06-15 21:24:37.354599,sistema de escape,6.666666666666667,0,0.0,11.0
REP-0524,Buje de bandeja de suspensión delantera para van,3.0,2,media,12000.0,,2026-06-15 21:21:15.062337,suspensión,4.545454545454546,1,4.545454545454546,-1.5454545454545454
REP-0525,Buje de barra estabilizadora delantera para auto liviano,3.0,2,media,6000.0,,2026-06-15 21:21:16.353125,suspensión,4.682926829268292,1,4.682926829268292,-1.6829268292682926
REP-0526,Buje de barra estabilizadora delantera para bus,3.0,2,media,13000.0,,2026-06-15 21:21:17.660917,suspensión,4.705882352941177,1,4.705882352941177,-1.7058823529411764
REP-0527,Buje de barra estabilizadora delantera para camioneta,3.0,2,media,7500.0,,2026-06-15 21:21:18.964346,suspensión,4.484848484848484,1,4.484848484848484,-1.4848484848484849
REP-0528,Buje de barra estabilizadora delantera para camión liviano,3.0,2,media,11000.0,,2026-06-15 21:21:20.412331,suspensión,4.25,1,4.25,-1.25
REP-0529,Buje de barra estabilizadora delantera para camión pesado,3.0,2,media,18000.0,,2026-06-15 21:21:22.132663,suspensión,5.0,1,5.0,-2.0
REP-0530,Buje de barra estabilizadora delantera para van,3.0,2,media,8000.0,,2026-06-15 21:21:23.693389,suspensión,4.588235294117647,1,4.588235294117647,-1.5882352941176472
REP-0531,Cazoleta de amortiguador delantero para auto liviano,3.0,3,media,18000.0,,2026-06-15 21:21:25.023694,suspensión,4.571428571428571,1,4.571428571428571,-1.5714285714285714
REP-0532,Cazoleta de amortiguador delantero para bus,3.0,3,media,40000.0,,2026-06-15 21:21:26.467751,suspensión,4.0,1,4.0,-1.0
REP-0533,Cazoleta de amortiguador delantero para camioneta,3.0,3,media,22000.0,,2026-06-15 21:21:28.168914,suspensión,4.0,1,4.0,-1.0
REP-0534,Cazoleta de amortiguador delantero para camión liviano,3.0,3,media,32000.0,,2026-06-15 21:21:29.583419,suspensión,5.0,1,5.0,-2.0
REP-0535,Cazoleta de amortiguador delantero para camión pesado,3.0,3,media,54000.0,,2026-06-15 21:21:30.895132,suspensión,6.0,1,6.0,-3.0
REP-0536,Cazoleta de amortiguador delantero para van,3.0,3,media,24000.0,,2026-06-15 21:21:32.369330,suspensión,4.666666666666667,1,4.666666666666667,-1.6666666666666667
REP-0537,Rótula inferior delantera para auto liviano,3.0,2,alta,17000.0,,2026-06-15 21:21:34.044150,suspensión,4.0,1,4.0,-1.0
REP-0538,Rótula inferior delantera para bus,3.0,2,alta,37000.0,,2026-06-15 21:21:35.791139,suspensión,0.0,1,0.0,3.0
REP-0539,Rótula inferior delantera para camioneta,3.0,2,alta,21000.0,,2026-06-15 21:21:37.479738,suspensión,0.0,1,0.0,3.0
REP-0540,Rótula inferior delantera para camión liviano,3.0,2,alta,31000.0,,2026-06-15 21:21:39.185677,suspensión,0.0,1,0.0,3.0
REP-0541,Rótula inferior delantera para camión pesado,3.0,2,alta,51000.0,,2026-06-15 21:21:40.592093,suspensión,0.0,1,0.0,3.0
REP-0542,Rótula inferior delantera para van,3.0,2,alta,23000.0,,2026-06-15 21:21:42.036495,suspensión,0.0,1,0.0,3.0
REP-0543,Rótula superior delantera para auto liviano,3.0,3,alta,22000.0,,2026-06-15 21:21:43.481352,suspensión,0.0,1,0.0,3.0
REP-0544,Rótula superior delantera para bus,3.0,3,alta,48000.0,,2026-06-15 21:21:45.054296,suspensión,0.0,1,0.0,3.0
REP-0545,Rótula superior delantera para camioneta,3.0,3,alta,28000.0,,2026-06-15 21:21:46.625015,suspensión,0.0,1,0.0,3.0
REP-0549,Bomba de dirección hidráulica para auto liviano,6.0,5,alta,110000.0,,2026-06-15 21:21:48.004448,dirección,4.0,0,0.0,6.0
REP-0550,Bomba de dirección hidráulica para bus,6.0,5,alta,240000.0,,2026-06-15 21:21:49.506155,dirección,4.0,0,0.0,6.0
REP-0551,Bomba de dirección hidráulica para camioneta,9.0,5,alta,140000.0,,2026-06-15 21:21:50.953825,dirección,5.0,0,0.0,9.0
REP-0552,Bomba de dirección hidráulica para camión liviano,6.0,5,alta,200000.0,,2026-06-15 21:21:52.387748,dirección,4.8,0,0.0,6.0
REP-0554,Bomba de dirección hidráulica para van,9.0,5,alta,150000.0,,2026-06-15 21:21:53.861177,dirección,4.0,0,0.0,9.0
REP-0555,Brazo axial de dirección derecho para auto liviano,9.0,3,alta,18000.0,,2026-06-15 21:21:55.277899,dirección,5.0,0,0.0,9.0
REP-0556,Brazo axial de dirección derecho para bus,9.0,3,alta,40000.0,,2026-06-15 21:21:56.743099,dirección,4.666666666666667,0,0.0,9.0
REP-0557,Brazo axial de dirección derecho para camioneta,6.0,3,alta,22000.0,,2026-06-15 21:21:58.336988,dirección,4.5,0,0.0,6.0
REP-0558,Brazo axial de dirección derecho para camión liviano,6.0,3,alta,32000.0,,2026-06-15 21:21:59.863508,dirección,4.5,0,0.0,6.0
REP-0559,Brazo axial de dirección derecho para camión pesado,6.0,3,alta,54000.0,,2026-06-15 21:22:01.443885,dirección,4.0,0,0.0,6.0
REP-0560,Brazo axial de dirección derecho para van,6.0,3,alta,24000.0,,2026-06-15 21:22:03.072814,dirección,5.6,0,0.0,6.0
REP-0561,Brazo axial de dirección izquierdo para auto liviano,6.0,3,alta,18000.0,,2026-06-15 21:22:04.469360,dirección,4.0,0,0.0,6.0
REP-0562,Brazo axial de dirección izquierdo para bus,6.0,3,alta,40000.0,,2026-06-15 21:22:06.023033,dirección,4.0,0,0.0,6.0
REP-0563,Brazo axial de dirección izquierdo para camioneta,6.0,3,alta,22000.0,,2026-06-15 21:22:07.452135,dirección,4.444444444444445,0,0.0,6.0
REP-0564,Brazo axial de dirección izquierdo para camión liviano,8.0,3,alta,32000.0,,2026-06-15 21:22:08.774481,dirección,4.470588235294118,0,0.0,8.0
REP-0565,Brazo axial de dirección izquierdo para camión pesado,7.0,3,alta,54000.0,,2026-06-15 21:22:10.218545,dirección,5.0,0,0.0,7.0
REP-0566,Brazo axial de dirección izquierdo para van,6.0,3,alta,24000.0,,2026-06-15 21:22:11.793068,dirección,4.0,0,0.0,6.0
REP-0567,Cremallera de dirección hidráulica para auto liviano,6.0,5,alta,180000.0,,2026-06-15 21:22:13.234745,dirección,4.666666666666667,0,0.0,6.0
REP-0569,Cremallera de dirección hidráulica para camioneta,6.0,5,alta,225000.0,,2026-06-15 21:22:14.602504,dirección,4.363636363636363,0,0.0,6.0
REP-0570,Cremallera de dirección hidráulica para camión liviano,11.0,5,alta,325000.0,,2026-06-15 21:22:16.266087,dirección,4.0,0,0.0,11.0
REP-0573,Cruceta de columna de dirección para auto liviano,56.0,4,alta,30000.0,,2026-06-15 21:22:17.878067,dirección,4.888888888888889,0,0.0,56.0
REP-0579,Depósito de líquido de dirección para camión pesado,55.0,4,media,66000.0,,2026-06-15 21:22:19.552084,dirección,16.8,0,0.0,55.0
REP-0581,Manguera de alta presión de dirección para auto liviano,9.0,4,alta,38000.0,,2026-06-15 21:22:20.959499,dirección,5.142857142857143,0,0.0,9.0
REP-0582,Manguera de alta presión de dirección para bus,9.0,4,alta,84000.0,,2026-06-15 21:22:22.280000,dirección,4.8,0,0.0,9.0
REP-0583,Manguera de alta presión de dirección para camioneta,9.0,4,alta,48000.0,,2026-06-15 21:22:23.852583,dirección,4.8,0,0.0,9.0
REP-0584,Manguera de alta presión de dirección para camión liviano,9.0,4,alta,68000.0,,2026-06-15 21:22:25.281009,dirección,4.8,0,0.0,9.0
REP-0585,Manguera de alta presión de dirección para camión pesado,9.0,4,alta,115000.0,,2026-06-15 21:22:26.761376,dirección,4.0,0,0.0,9.0
REP-0586,Manguera de alta presión de dirección para van,23.0,4,alta,51000.0,,2026-06-15 21:22:28.470204,dirección,5.142857142857143,0,0.0,23.0
REP-0589,Terminal de dirección exterior derecho para camioneta,2.0,2,alta,15000.0,,2026-06-15 21:22:29.893817,dirección,4.470588235294118,0,0.0,2.0
REP-0590,Terminal de dirección exterior derecho para camión liviano,4.0,2,alta,22000.0,,2026-06-15 21:22:31.441393,dirección,4.923076923076923,0,0.0,4.0
REP-0592,Terminal de dirección exterior derecho para van,14.0,2,alta,16000.0,,2026-06-15 21:22:32.761534,dirección,4.296296296296297,0,0.0,14.0
REP-0595,Terminal de dirección exterior izquierdo para camioneta,13.0,2,alta,15000.0,,2026-06-15 21:22:34.064464,dirección,5.076923076923077,0,0.0,13.0
REP-0603,Cilindro hidráulico de levante para camión liviano,7.0,5,alta,500000.0,,2026-06-15 21:22:35.387768,sistema hidráulico,4.0,0,0.0,7.0
REP-0605,Filtro hidráulico de retorno para bus,2.0,4,media,55000.0,,2026-06-15 21:22:36.949746,sistema hidráulico,8.864864864864865,0,0.0,2.0
REP-0606,Filtro hidráulico de retorno para camión liviano,2.0,4,media,45000.0,,2026-06-15 21:22:38.389660,sistema hidráulico,10.705882352941176,0,0.0,2.0
REP-0607,Filtro hidráulico de retorno para camión pesado,7.0,4,media,75000.0,,2026-06-15 21:22:39.700870,sistema hidráulico,8.857142857142858,0,0.0,7.0
REP-0608,Manguera hidráulica de alta presión para bus,7.0,4,alta,120000.0,,2026-06-15 21:22:41.154696,sistema hidráulico,4.625,0,0.0,7.0
REP-0609,Manguera hidráulica de alta presión para camión liviano,7.0,4,alta,99000.0,,2026-06-15 21:22:42.601480,sistema hidráulico,4.705882352941177,0,0.0,7.0
REP-0610,Manguera hidráulica de alta presión para camión pesado,7.0,4,alta,165000.0,,2026-06-15 21:22:44.092215,sistema hidráulico,4.521739130434782,0,0.0,7.0
REP-0611,Bomba de combustible diésel para auto liviano,4.0,5,alta,140000.0,,2026-06-15 21:22:45.616302,sistema de combustible,0.0,1,0.0,4.0
REP-0612,Bomba de combustible diésel para bus,4.0,5,alta,310000.0,,2026-06-15 21:22:47.109249,sistema de combustible,0.0,1,0.0,4.0
REP-0613,Bomba de combustible diésel para camioneta,4.0,5,alta,175000.0,,2026-06-15 21:22:48.803553,sistema de combustible,8.0,1,8.0,-4.0
REP-0614,Bomba de combustible diésel para camión liviano,7.0,5,alta,250000.0,,2026-06-15 21:22:50.205292,sistema de combustible,5.333333333333333,1,5.333333333333333,1.6666666666666667
